Image,Match_Type,AI_Index,GT_Index,IoU,GT_Area_px,AI_Area_px,GT_Area_um2,AI_Area_um2
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,6,6,0.9276126558005753,2050,1971,988.6188271604938,950.5208333333333
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,16,1,0.9062976130015236,3754,3753,1810.378086419753,1809.8958333333333
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,18,25,0.8973816450674424,3548,3626,1711.0339506172838,1748.6496913580247
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,14,24,0.8919876051350155,2117,2157,1020.9297839506172,1040.2199074074074
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,4,7,0.8905572238905572,2841,2825,1370.0810185185185,1362.3649691358023
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,20,17,0.856140350877193,268,261,129.24382716049382,125.86805555555554
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,23,14,0.8511156186612576,2191,2372,1056.616512345679,1143.9043209876543
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,22,2,0.8500338524035207,2637,2828,1271.701388888889,1363.8117283950617
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,24,15,0.7746478873239436,186,192,89.69907407407408,92.59259259259258
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,FN,-1,21,0.0,4411,0,2127.2183641975307,0.0
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,2,10,0.9528528953702393,6925,6868,3339.60262345679,3312.114197530864
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0,8,0.943308216720488,5388,5444,2598.3796296296296,2625.385802469136
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,4,9,0.9416782999844889,6107,6411,2945.119598765432,3091.724537037037
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,17,14,0.9399780407466146,7963,7939,3840.1813271604938,3828.6072530864194
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,7,6,0.9237023139462164,6132,6172,2957.1759259259256,2976.466049382716
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,9,7,0.9148174659985684,2656,2694,1280.8641975308642,1299.1898148148148
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,11,4,0.9128165474579548,5004,4891,2413.1944444444443,2358.699845679012
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,3,13,0.9108399812294697,3995,4149,1926.6010802469134,2000.8680555555554
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,1,0,0.9079336885731202,3156,3289,1521.9907407407406,1586.130401234568
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,5,11,0.9065934065934066,2209,2302,1065.2970679012344,1110.1466049382716
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,8,3,0.9007242003621002,6119,6479,2950.906635802469,3124.51774691358
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,6,5,0.8927875243664717,2876,2950,1386.9598765432097,1422.6466049382716
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,10,12,0.8744641763625229,1483,1578,715.1813271604938,760.9953703703703
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,12,1,0.8693251533742331,1507,1540,726.7554012345679,742.6697530864197
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,13,17,0.8070953436807096,451,364,217.49614197530863,175.54012345679013
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,14,16,0.79463243873979,830,708,400.27006172839504,341.43518518518516
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,19,15,0.7431892480929895,2738,2061,1320.4089506172838,993.9236111111111
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,16,2,0.7116843702579666,559,569,269.579475308642,274.4020061728395
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,FP,15,-1,0.0,0,230,0.0,110.9182098765432
